order_id,created_date,order_city,order_offer_badge,batch,biker,vendor,district,order_fare,total_distance
584711672,2025-10-02,U,normal,0,10335202,1087404,1420,1014286,2539.4
584711752,2025-10-02,U,delayed,0,4648270,639648,1432,1471429,595.9
584711772,2025-10-02,U,normal,0,5582828,942156,1432,671429,268.6
584711802,2025-10-02,U,normal,0,8641650,958614,1420,828571,1748.7
584711922,2025-10-02,U,normal,0,10726910,1345416,1420,1185714,1983.2
584712012,2025-10-02,K,normal,0,9496240,961956,4732,2985714,10799
584712092,2025-10-02,K,normal,0,10083134,711459,1476,614286,535.4
584712342,2025-10-02,K,normal,0,10263120,959634,1468,642857,957.9
584712451,2025-10-02,U,normal,0,10556698,1324473,1396,1200000,2585.4
584712461,2025-10-02,K,normal,0,11255446,1277610,1480,1271429,4497
584712492,2025-10-02,K,normal,1,11003480,1150434,1480,1092857,2990.1
584712771,2025-10-02,K,normal,1,11442112,201540,1512,635714,1130.4
584712871,2025-10-02,K,normal,0,11296674,64461,1480,1300000,2847.9
584712992,2025-10-02,U,normal,0,5206790,1275816,1420,1300000,3765.9
584713471,2025-10-02,U,normal,0,10720420,1223427,1420,700000,1212.7
584713512,2025-10-02,K,normal,1,11442112,201540,1512,635714,1130.4
584713972,2025-10-02,U,delayed,0,9467894,1126080,1408,1014286,519.3
584714232,2025-10-02,K,normal,0,10850354,1281879,1480,1028571,2436.5
584714332,2025-10-02,U,normal,0,9996288,1017153,1396,1185714,2530
584714482,2025-10-02,B,normal,0,11082490,967281,3720,842857,1396.1
584714561,2025-10-02,K,normal,0,9690616,1074753,1480,2114286,6875.1
584714642,2025-10-02,U,normal,0,5956216,1110249,1420,871429,1955.4
584714742,2025-10-02,U,normal,1,5375476,872622,1420,978571,1971.55
584714872,2025-10-02,U,normal,0,9471486,133368,1432,1042857,1819.9
584714882,2025-10-02,K,normal,1,5680168,137745,1476,750000,1279.9
584715012,2025-10-02,U,normal,0,9239310,836982,1420,1014286,2551.8
584715032,2025-10-02,U,delayed,0,3751936,133368,1432,1685714,478.6
584715091,2025-10-02,K,normal,0,9952568,1302759,4176,1742857,3375.1
584715202,2025-10-02,K,normal,1,10848668,1150434,1480,807143,1051.2
584715321,2025-10-02,B,normal,0,5290648,1273776,3740,714286,2260.9
584715472,2025-10-02,K,normal,0,10268390,742077,1508,2014286,8250.2
591643651,2025-10-25,K,normal,0,9584620,1367064,1520,2142857,9515.7
591643691,2025-10-25,K,delayed,0,3554384,271938,1528,3228571,11954.2
591643861,2025-10-25,K,delayed,0,9504642,1213533,1484,3314286,13391.6
591643922,2025-10-25,K,normal,0,9403418,186009,1480,742857,1178.3
591644031,2025-10-25,K,normal,0,11473532,1286244,4176,1628571,1545.9
591644131,2025-10-25,K,normal,0,11116552,1357446,1480,1028571,2426
591644332,2025-10-25,K,delayed,0,11219788,791745,1512,1414286,3399.1
591644391,2025-10-25,K,delayed,0,11043768,201540,1512,1514286,2445.7
591644422,2025-10-25,K,normal,0,9805478,1194507,4732,1642857,2904
591644471,2025-10-25,K,normal,1,5323284,742077,1508,778571,1980.9
591644502,2025-10-25,K,delayed,0,10987264,642546,1512,1214286,2250
591644542,2025-10-25,K,normal,1,5288724,742077,1508,607143,1106.45
591644641,2025-10-25,U,normal,0,11180146,132882,1420,685714,2201
591644731,2025-10-25,K,normal,1,9776030,186009,1480,735714,1609.7
591644892,2025-10-25,K,normal,0,9511476,1212123,4532,2214286,5597.8
591644912,2025-10-25,K,normal,0,10983868,1241229,4176,1585714,971.8
591645092,2025-10-25,K,delayed,0,11149164,205533,1480,3014286,5003
591645171,2025-10-25,B,normal,0,11100858,1047264,3720,857143,1802.7
591645211,2025-10-25,B,normal,0,6007804,821460,3740,1757143,5251.5
591645242,2025-10-25,K,normal,0,3004768,1270257,4532,1614286,2724.9
591645711,2025-10-25,K,normal,1,5942088,1258737,1468,757143,1654.45
591645851,2025-10-25,K,normal,1,6328230,1217493,1480,842857,1503.45
591645852,2025-10-25,K,normal,0,11049416,1262274,4532,1471429,1415.8
591645972,2025-10-25,B,normal,1,2729546,1147596,3720,871429,1471.7
591646002,2025-10-25,K,delayed,0,3553432,1259286,1528,1200000,2136.5
591646101,2025-10-25,K,normal,0,11404150,1158954,1528,1828571,10483.9
591646152,2025-10-25,K,normal,0,10842296,1327326,1480,1500000,5522.3
591646161,2025-10-25,K,normal,1,10203458,168321,1468,728571,1943.05
591646332,2025-10-25,U,normal,0,10746586,736467,1420,914286,2831.7
591647052,2025-10-25,B,normal,0,9894158,1147596,3720,642857,1237.4
591647121,2025-10-25,K,normal,0,9496246,1045944,4532,2385714,6552.5
591647272,2025-10-25,U,normal,0,11577330,92526,1400,657143,1966.2
591647411,2025-10-25,U,normal,0,10252780,1147701,1420,485714,997.1
591647511,2025-10-25,K,normal,0,11247680,742077,1508,857143,636
591647562,2025-10-25,K,normal,1,11341840,118524,1480,757143,1716.7
591647942,2025-10-25,K,normal,1,10203458,168321,1468,728571,1943.05
591648161,2025-10-25,K,normal,1,11224674,1262274,4532,1514286,3188.7
591648171,2025-10-25,B,normal,0,6405642,177918,3720,614286,429.2
591648192,2025-10-25,U,normal,1,3415104,1257891,1420,600000,1519.05
591648341,2025-10-25,U,normal,0,11357540,810132,1420,600000,1676.4
591648531,2025-10-25,K,delayed,0,8684180,744138,1528,1457143,3234.4
591648842,2025-10-25,K,delayed,0,11116552,1341501,1480,1414286,2078.8
591648892,2025-10-25,K,delayed,0,8836224,118524,1480,1442857,2154.1
591648921,2025-10-25,U,delayed,0,3301620,958614,1420,1657143,4520
591649221,2025-10-25,U,normal,0,2801518,1117122,1396,614286,772.5
591649382,2025-10-25,U,normal,0,24448,1223253,1428,1157143,5105.7
591649442,2025-10-25,U,normal,0,10063740,1333383,1420,942857,3636.5
591649512,2025-10-25,K,normal,0,9696266,1231974,4176,1685714,2081
591649561,2025-10-25,U,delayed,0,5091472,1277742,1404,600000,93.4
591650091,2025-10-25,K,delayed,0,5123578,929436,1528,2485714,4953.2
591650201,2025-10-25,K,delayed,0,10263122,998556,1484,1528571,2768.8
591650271,2025-10-25,B,normal,0,9846102,177918,3720,685714,2577.8
591650282,2025-10-25,K,normal,1,8784938,1265082,1480,885714,1726.7
591650311,2025-10-25,U,delayed,0,11517982,752109,1432,2085714,2921.3
591650322,2025-10-25,U,delayed,0,9996504,863610,1432,1914286,1803.7
591650391,2025-10-25,K,normal,1,11356254,1191465,4532,1307143,1917.2
591650452,2025-10-25,K,normal,0,11333294,744069,1480,728571,694.3
591650631,2025-10-25,K,normal,0,9516446,1231974,4176,2057143,3984.5
591651102,2025-10-25,U,normal,1,10811756,219498,1428,1050000,3329.6
591651221,2025-10-25,U,normal,0,4618656,185184,1408,1014286,3767.8
591651301,2025-10-25,U,delayed,0,11297506,1291764,1432,757143,999.3
591651481,2025-10-25,U,delayed,0,4459006,670293,1428,1942857,3080.7
591651591,2025-10-25,U,normal,0,9349576,1363602,1404,800000,2365.2
591651682,2025-10-25,B,normal,1,9592842,1103895,3740,1157143,3157.25
591651721,2025-10-25,B,normal,1,9592842,1103895,3740,1157143,3157.25
591651792,2025-10-25,K,normal,0,9518832,1188879,4176,1700000,2188.6
591651991,2025-10-25,U,normal,0,11352410,1247970,1420,485714,134.5
591652022,2025-10-25,K,delayed,0,9210320,1211685,1480,2014286,3801.8
591652072,2025-10-25,B,normal,0,9886682,197754,3720,1085714,4614.9
591652252,2025-10-25,B,normal,0,9471886,1273632,3720,685714,2531.5
591652441,2025-10-25,U,normal,1,4611466,810009,1404,857143,2596.6
591652611,2025-10-25,K,normal,1,6328230,1217493,1480,842857,1503.45
591652681,2025-10-25,U,normal,0,9467916,872622,1420,957143,2718.3
591652981,2025-10-25,K,normal,1,10007308,1211685,1480,1064286,2706.9
591653091,2025-10-25,K,delayed,0,4589500,118524,1480,2071429,3199.1
591653272,2025-10-25,K,normal,0,10883714,667242,1480,1885714,4687.7
591653502,2025-10-25,K,normal,0,9505892,976989,4176,1828571,2970.3
591653572,2025-10-25,K,delayed,0,5402084,1275219,1480,1485714,683
591653811,2025-10-25,U,normal,0,4611466,309480,1404,1385714,3625.3
591653832,2025-10-25,K,normal,0,9981196,1384668,1484,1185714,2327.1
591654261,2025-10-25,K,delayed,0,11482196,271938,1528,1042857,223.2
591654421,2025-10-25,K,normal,0,5840192,1258077,1508,1128571,2940.6
591654581,2025-10-25,U,delayed,0,10914392,1291764,1432,757143,998.8
591654662,2025-10-25,K,normal,1,11501714,118524,1480,935714,1534.3
591654712,2025-10-25,B,normal,0,11565476,177918,3720,457143,901.8
591654771,2025-10-25,U,normal,0,9612426,1108974,1400,700000,1148.1
591654902,2025-10-25,B,normal,0,8831306,1398477,3740,528571,850.6
591654961,2025-10-25,K,normal,0,8664140,780213,1508,728571,1050.8
591655031,2025-10-25,U,normal,0,11169386,1147701,1420,771429,2708.3
591655122,2025-10-25,K,normal,1,4000414,742077,1508,978571,2580.55
591655172,2025-10-25,K,normal,0,9555550,1194072,4532,2557143,7790.2
591655501,2025-10-25,U,delayed,0,5367130,927609,1432,1542857,4119.6
591655822,2025-10-25,K,normal,0,5840192,1187862,1508,2285714,7495.9
591655872,2025-10-25,K,delayed,0,10796074,699639,1468,1371429,2091.4
591655891,2025-10-25,K,normal,1,9633094,64461,1480,1142857,2831.6
591656031,2025-10-25,K,normal,0,9665624,1240485,4732,2185714,5438
591656222,2025-10-25,K,normal,0,9805508,1240485,4732,1671429,3036.1
591656652,2025-10-25,U,normal,0,2728666,203859,1432,571429,968.9
591656781,2025-10-25,K,normal,0,9532030,1367064,1520,1985714,6480.1
591657291,2025-10-25,B,normal,0,5763410,1067904,3740,714286,2236.2
591657362,2025-10-25,B,normal,0,4313664,1067904,3740,528571,851.6
591657471,2025-10-25,K,normal,0,4648920,1187862,1508,1871429,6347.2
591657792,2025-10-25,K,normal,0,9609448,689607,1496,628571,1834.6
591657841,2025-10-25,K,normal,0,9403418,118524,1480,1014286,3198.3
591657901,2025-10-25,K,delayed,0,9403418,1214790,1480,1485714,362.3
591657952,2025-10-25,K,normal,0,11581248,1240485,4732,2042857,5598.8
591658092,2025-10-25,U,normal,0,11356264,1256178,1416,1100000,2931
570507222,2025-08-12,U,delayed,0,4060670,942156,1432,700000,390.1
570507301,2025-08-12,K,normal,0,5790950,1327326,1480,885714,3337.1
570507331,2025-08-12,K,normal,1,9691354,1327326,1480,414286,298.55
570507722,2025-08-12,K,normal,0,4160992,172362,1528,457143,1629.1
570507751,2025-08-12,B,normal,0,5902732,184386,3724,457143,656.5
570507812,2025-08-12,K,normal,0,10823262,219657,1484,685714,3164.7
570507931,2025-08-12,K,normal,0,8936352,1070670,1484,1414286,4086.5
570507961,2025-08-12,U,delayed,0,5859470,942156,1432,1057143,2889.7
570507962,2025-08-12,K,normal,0,5281378,170505,1508,685714,2423.4
570507972,2025-08-12,K,normal,0,9527366,1193115,4532,1628571,4772.7
570508171,2025-08-12,K,normal,0,4655244,124575,1480,1328571,6163.5
570508261,2025-08-12,U,delayed,0,9859940,133368,1432,1171429,3394.3
570508312,2025-08-12,K,normal,0,10367182,1317645,1496,900000,3788
570508342,2025-08-12,B,normal,0,6093128,735324,3720,457143,679.4
570508491,2025-08-12,K,normal,0,10980870,193266,1484,1528571,5133.1
570508522,2025-08-12,K,normal,0,11058890,959634,1468,600000,1412.3
570508712,2025-08-12,U,normal,1,10550168,1117668,1420,500000,1362.1
570508862,2025-08-12,U,normal,0,3301620,1028295,1396,500000,1249
570509372,2025-08-12,K,normal,1,4743226,1041264,1508,557143,1250.4
570509902,2025-08-12,K,normal,0,3004768,1191465,4532,1171429,1170.8
570510132,2025-08-12,U,normal,0,10545506,91515,1428,814286,3160.1
570510162,2025-08-12,U,normal,1,9579736,139434,1428,564286,1065.35
570510172,2025-08-12,U,normal,0,9636708,1044510,1428,857143,2966.6
570510251,2025-08-12,K,normal,0,4743226,1236885,1468,1642857,7166.4
570510462,2025-08-12,U,normal,1,9467916,1338162,1416,771429,1725.55
570510681,2025-08-12,K,normal,0,9936002,929436,1528,571429,2428
570510692,2025-08-12,U,normal,0,9013688,1062618,1420,1071429,4698.5
570510892,2025-08-12,U,normal,0,8783892,957327,1420,800000,3239.3
570511152,2025-08-12,U,normal,0,5545486,1151304,1404,1142857,4865.8
570511391,2025-08-12,U,normal,0,8935208,309480,1404,800000,3112.3
570511572,2025-08-12,K,delayed,0,10984558,1070670,1484,1428571,4070.1
570511732,2025-08-12,K,normal,0,10523100,757632,1528,442857,1463.1
570511912,2025-08-12,U,normal,1,9778670,1218408,1432,635714,1440.85
570511961,2025-08-12,U,normal,0,5596298,1093779,1404,528571,992.4
570511972,2025-08-12,B,normal,0,2600768,177918,3720,485714,1278.3
570512042,2025-08-12,K,normal,1,4427364,742077,1508,657143,1289.1
570512142,2025-08-12,U,delayed,0,8822360,108303,1428,1157143,3477.7
570512161,2025-08-12,K,normal,0,9680886,260094,1480,457143,518
570512292,2025-08-12,K,normal,0,5891090,1327326,1480,1771429,11421.2
570512302,2025-08-12,U,normal,1,9337754,702279,1408,871429,2565.2
570512421,2025-08-12,K,normal,0,10263120,1035504,1528,1142857,6412.7
570512481,2025-08-12,K,delayed,0,5054734,644019,1528,828571,2166.4
570512531,2025-08-12,K,delayed,0,11134802,1233603,1512,757143,1480.8
570512572,2025-08-12,K,normal,0,11144914,1074753,1480,1114286,4059.1
570512672,2025-08-12,K,normal,0,9715738,1258077,1508,800000,2990.4
570512762,2025-08-12,K,normal,0,2971882,1068156,1512,428571,1161.9
570512812,2025-08-12,K,normal,0,4063984,275727,1480,1414286,5254.5
570513492,2025-08-12,K,normal,0,10602588,742077,1508,1114286,4473.1
570513692,2025-08-12,B,normal,0,3005532,285879,3740,828571,2946.3
570514122,2025-08-12,K,normal,0,9522936,1259043,4532,1628571,4016.3
570514152,2025-08-12,K,delayed,0,8967864,130713,1480,1514286,4503.2
570514271,2025-08-12,K,normal,0,9708006,1265079,4732,1557143,4361.9
570514322,2025-08-12,U,delayed,1,8406458,710289,1400,778571,1927.75
570514631,2025-08-12,U,normal,0,10199322,1087404,1420,1042857,4088.2
570514832,2025-08-12,U,normal,0,3301620,1209420,1396,1128571,2434.7
570515582,2025-08-12,K,normal,0,5138408,1044444,1512,871429,2988.2
570515891,2025-08-12,K,delayed,0,9231516,1233603,1512,900000,2474.1
570515962,2025-08-12,U,delayed,0,11189298,1043175,1408,1028571,951.6
570516472,2025-08-12,U,delayed,0,4127768,135267,1432,1057143,3365
570516571,2025-08-12,K,normal,0,9708064,1265079,4732,1200000,1792.7
570516692,2025-08-12,B,normal,0,3788104,1179330,3720,585714,1563
570516902,2025-08-12,K,normal,0,5447942,858555,1508,800000,3007
570517011,2025-08-12,U,normal,1,10760292,1218408,1432,700000,1334.25
570517042,2025-08-12,K,normal,1,4743226,1041264,1508,557143,1250.4
570517131,2025-08-12,K,normal,0,9989344,1254507,1508,514286,582.1
570517371,2025-08-12,K,normal,0,8549168,124575,1480,657143,2575.8
570517441,2025-08-12,K,normal,1,3852024,186009,1480,485714,854.85
570517641,2025-08-12,B,normal,0,4562520,1179330,3720,1071429,4480.5
570517711,2025-08-12,K,normal,0,10298466,742077,1508,771429,2878.2
570517761,2025-08-12,B,normal,0,3788104,159108,3728,500000,1090
570517772,2025-08-12,K,delayed,0,10288716,679320,1480,1671429,5054.8
570518131,2025-08-12,K,delayed,0,5288724,948246,1512,942857,2725
570518202,2025-08-12,B,normal,0,9886682,185343,3732,1000000,4357.1
570518241,2025-08-12,K,normal,0,4655244,1327326,1480,1942857,16831.2
570518261,2025-08-12,U,normal,0,4477852,804168,1420,571429,1525.7
570518281,2025-08-12,U,normal,0,9909714,1269672,1404,828571,1623
570518411,2025-08-12,K,normal,1,4427364,742077,1508,657143,1289.1
570518451,2025-08-12,U,delayed,0,9831206,206790,1432,1071429,2952.4
570518941,2025-08-12,U,normal,0,10300036,797958,1420,1157143,4632
570519341,2025-08-12,K,normal,0,9496976,1213971,1484,1242857,6442.6
570519401,2025-08-12,U,normal,0,4483480,108303,1428,1057143,4082.2
570519432,2025-08-12,K,delayed,0,9342578,861591,1508,2300000,5582.6
570519482,2025-08-12,K,normal,0,10917558,124575,1480,557143,1621.1
570519492,2025-08-12,U,normal,0,10735090,92526,1400,700000,2283
570519501,2025-08-12,K,normal,0,11131350,1265082,1480,657143,1261.5
570519722,2025-08-12,K,normal,0,9264292,201375,1480,785714,2382.8
570519991,2025-08-12,U,normal,1,11166712,1117668,1420,585714,863.4
570520081,2025-08-12,K,normal,0,6345110,90543,1528,600000,2061.7
570520202,2025-08-12,K,normal,0,11149496,1265082,1480,557143,2218.5
570520252,2025-08-12,K,normal,0,9833778,1265082,1480,1357143,5153.3
570520472,2025-08-12,U,delayed,0,4616050,1230618,1420,1471429,4330.3
570520552,2025-08-12,U,delayed,0,10739860,1277742,1404,585714,1246.8
570520822,2025-08-12,K,normal,0,9637140,861591,1508,585714,1795.2
570520872,2025-08-12,B,normal,0,10335208,725916,3720,457143,624.1
570520942,2025-08-12,U,delayed,0,9308776,1291764,1432,957143,2490
570521012,2025-08-12,K,normal,0,11054396,690471,1528,514286,1987.3
570521322,2025-08-12,K,delayed,0,9505682,742077,1508,2928571,7610.4
570521691,2025-08-12,K,normal,0,10823262,219657,1484,457143,1303.6
570521721,2025-08-12,K,normal,0,5288724,959634,1468,828571,3142.7
570521781,2025-08-12,B,normal,0,9417766,1067904,3740,571429,1313.6
570521832,2025-08-12,U,normal,0,10009922,1147701,1420,614286,1825.3
570521872,2025-08-12,K,normal,1,3852024,186009,1480,485714,854.85
570521972,2025-08-12,B,normal,0,6093128,904557,3720,642857,2360.3
570522042,2025-08-12,U,normal,0,4031012,1229826,1432,1042857,4373.9
570522461,2025-08-12,U,delayed,1,9989590,92526,1400,600000,648.65
570522592,2025-08-12,K,normal,0,10399284,275727,1480,700000,1313.1
570522742,2025-08-12,U,normal,0,8863498,1169523,1408,571429,1694.5
570522762,2025-08-12,B,normal,0,9745806,904557,3720,457143,620.9
578483252,2025-09-10,B,normal,0,10922276,725916,3720,900000,2625.9
578483411,2025-09-10,K,normal,0,9908868,902310,4532,1185714,1494.4
578483492,2025-09-10,U,normal,0,10512826,710289,1400,900000,3304.6
578483591,2025-09-10,B,normal,0,4174586,1275405,3724,1000000,3201.8
578483742,2025-09-10,K,normal,0,9367590,1088439,1480,1442857,6128.9
578483851,2025-09-10,K,normal,0,4589500,1213533,1484,1371429,7168.5
578483872,2025-09-10,K,normal,0,5365330,1043451,1512,785714,2935.5
578484312,2025-09-10,U,normal,1,9461898,91515,1428,642857,1526.05
578484481,2025-09-10,K,normal,0,9837950,1213533,1484,1557143,7434.8
578484551,2025-09-10,B,normal,0,9713802,962013,3720,771429,2321.2
578484612,2025-09-10,U,normal,0,4198798,309480,1404,1500000,4825.7
578484922,2025-09-10,K,normal,0,9821552,1106904,1528,485714,2121.4
578485132,2025-09-10,U,normal,0,11222860,1338162,1416,1171429,4737.5
578485172,2025-09-10,K,normal,0,3149538,247422,1480,771429,3931.4
578485412,2025-09-10,U,normal,0,10550168,1071423,1428,714286,2126
578485651,2025-09-10,U,normal,0,5207450,710289,1400,1114286,4985.1
578485751,2025-09-10,U,normal,0,10556698,738114,1432,1242857,5129.7
578485892,2025-09-10,U,normal,0,4867708,890931,1420,571429,1357.1
578485941,2025-09-10,K,normal,0,10263120,1044444,1512,842857,3237.6
578485951,2025-09-10,K,normal,1,8426626,668412,1480,692857,2333.55
578486222,2025-09-10,K,normal,0,9435772,193266,1484,1657143,8839.6
578486231,2025-09-10,B,normal,0,8616698,208056,3728,728571,2140.6
578486521,2025-09-10,U,normal,0,5460630,711492,1432,728571,1837.1
578486692,2025-09-10,K,normal,0,5440246,959634,1468,542857,1410.5
578486712,2025-09-10,B,normal,0,9314982,1258722,3720,671429,1880.9
578486742,2025-09-10,U,normal,0,2792618,1353855,1420,971429,2529.1
578486871,2025-09-10,U,normal,1,9315924,229383,1416,685714,1633.6
578486931,2025-09-10,K,normal,0,10602588,667242,1480,1685714,16602.1
578487141,2025-09-10,K,normal,0,10222258,193266,1484,828571,3537
578487382,2025-09-10,B,normal,0,5813886,187263,3720,885714,3160.8
578487401,2025-09-10,K,normal,0,9956580,177141,1480,571429,1986
578487482,2025-09-10,K,delayed,0,9520238,137745,1476,1485714,4698.2
578487591,2025-09-10,K,normal,0,10222258,173766,1484,571429,1685.2
578487671,2025-09-10,K,normal,0,9988786,1212123,4532,1514286,4072.8
578487791,2025-09-10,B,normal,0,9656752,1358565,3724,557143,1329.3
578488472,2025-09-10,U,normal,0,11347310,798312,1416,1100000,4036.5
578488531,2025-09-10,U,normal,1,4867708,219498,1428,585714,1266.9
578488691,2025-09-10,B,normal,0,9656752,1148388,3724,542857,1255.1
578488732,2025-09-10,K,normal,0,4210026,1143174,1480,785714,3543.9
578488831,2025-09-10,U,normal,0,5168926,216942,1404,942857,3091.6
578488891,2025-09-10,K,delayed,0,9262796,686382,1480,2585714,8112.6
578489291,2025-09-10,K,normal,0,11271332,726069,1480,657143,3197.2
578489481,2025-09-10,K,normal,0,10222258,219657,1484,514286,2039.3
578489601,2025-09-10,K,normal,0,5365330,290715,1512,900000,3475.6
578489782,2025-09-10,K,delayed,0,11289964,247422,1480,1171429,3386.6
578489791,2025-09-10,U,normal,0,10512826,738114,1432,771429,2073.4
578489992,2025-09-10,U,normal,0,4806724,1117215,1420,971429,3191.7
578490211,2025-09-10,B,normal,0,9586002,1100391,3720,614286,1902.7
578490231,2025-09-10,K,normal,0,9820422,806271,1528,557143,1789.8
578490441,2025-09-10,K,normal,0,9400474,1258077,1508,1328571,5696.7
578490641,2025-09-10,K,delayed,0,5477216,1215963,1512,857143,2293.3
578490782,2025-09-10,K,normal,0,9866932,1339704,1512,1071429,5827.5
578490941,2025-09-10,U,normal,0,10512826,1320891,1408,1000000,2365.8
578491471,2025-09-10,K,normal,0,6515068,124425,1512,671429,2623.5
578491522,2025-09-10,U,normal,1,3876370,229383,1416,685714,1633.6
578491821,2025-09-10,K,normal,0,5365330,217821,1476,428571,1334.3
578491911,2025-09-10,U,normal,0,10524302,1122969,1416,1528571,4348.5
578492082,2025-09-10,K,normal,1,9752302,173766,1484,464286,1235.1
578492462,2025-09-10,U,normal,0,5479742,1132143,1420,585714,1406.3
578492842,2025-09-10,K,normal,0,5644252,1106904,1528,814286,2626.2
578492922,2025-09-10,K,normal,0,11271660,1251474,1480,500000,1859.8
578492982,2025-09-10,K,delayed,0,2753794,1221060,1476,871429,2362.6
578493032,2025-09-10,B,normal,0,10288226,1175460,3720,614286,1884.6
578493101,2025-09-10,B,normal,0,6144444,950610,3728,557143,1142
578493282,2025-09-10,U,normal,0,10766950,881799,1420,657143,1830.5
578493312,2025-09-10,K,normal,0,11304200,1259316,1520,757143,2867.7
578493672,2025-09-10,B,normal,0,4745038,1372380,3720,557143,1327.6
578493812,2025-09-10,B,normal,0,9973482,1307787,3720,785714,2659
578493871,2025-09-10,U,normal,0,9561518,1117668,1420,757143,2319.6
578493941,2025-09-10,U,normal,0,4429224,1250883,1404,885714,2790.3
578494071,2025-09-10,U,normal,0,10991082,957327,1420,700000,2078.7
578494101,2025-09-10,U,delayed,0,5231122,1009851,1408,642857,203.5
578494252,2025-09-10,K,normal,0,9612122,792459,1468,1385714,5993
578494312,2025-09-10,K,normal,0,11271660,1331277,1480,657143,2528.6
578494332,2025-09-10,K,normal,0,10212984,1070658,1480,1042857,4766.4
578494482,2025-09-10,K,normal,0,10247918,1219443,1512,571429,2442.9
578494531,2025-09-10,K,normal,0,5720348,1070658,1480,742857,3129.3
578494592,2025-09-10,B,normal,0,3528312,1147596,3720,528571,1057.5
578494611,2025-09-10,K,normal,0,9786076,1043451,1512,585714,1908.4
578494792,2025-09-10,U,normal,0,4649774,1300542,1416,742857,1753.4
578494862,2025-09-10,K,normal,0,10567978,667242,1480,757143,3816
578494991,2025-09-10,K,normal,1,9400474,1238580,1468,507143,990.9
578495002,2025-09-10,B,normal,0,5813886,330024,3728,628571,1590
578495122,2025-09-10,K,normal,0,11270728,173766,1484,442857,1151.6
578495311,2025-09-10,B,normal,0,10196560,1281165,3740,585714,469.5
578495312,2025-09-10,U,normal,1,5231122,309480,1404,785714,1717.95
578495632,2025-09-10,K,normal,0,9367590,64461,1480,985714,3671.3
578495781,2025-09-10,B,normal,0,10922276,725916,3720,514286,747.3
578495902,2025-09-10,U,normal,0,10300036,1247970,1420,514286,352.8
578496051,2025-09-10,B,normal,0,6054642,1332006,3740,971429,2914
578496121,2025-09-10,K,normal,0,9848216,275727,1480,842857,2974.6
578496161,2025-09-10,U,normal,0,10550168,1253853,1420,600000,1180.4
578496211,2025-09-10,K,delayed,0,9520238,112521,1476,914286,2608.4
578496331,2025-09-10,K,normal,0,9665624,1024194,4732,1528571,4206.6
578496361,2025-09-10,K,normal,0,9988786,1259181,4532,1328571,2983.6
578496531,2025-09-10,K,normal,0,3333406,959634,1468,585714,1828.5
578496552,2025-09-10,U,normal,0,9302056,1056816,1432,714286,1734.3
584715672,2025-10-02,U,delayed,0,8646068,1111311,1404,2100000,3476.4
584715721,2025-10-02,K,normal,1,9602734,961956,4732,1607143,1786.65
584715911,2025-10-02,K,normal,0,9555550,1191465,4532,2185714,5419.4
584715991,2025-10-02,U,normal,0,4206218,149952,1420,757143,1013.2
584716241,2025-10-02,U,normal,1,9337754,1169523,1408,878571,832.8
584716372,2025-10-02,K,normal,0,9318882,219657,1484,1228571,4006.7
584716441,2025-10-02,U,normal,1,9962532,872271,1416,850000,921.4
584716501,2025-10-02,K,normal,0,9761596,780213,1508,1157143,3584.5
584716822,2025-10-02,U,normal,0,5407638,710289,1400,1914286,4341.2
584716851,2025-10-02,U,normal,0,4031012,818613,1432,1285714,1806.1
584717082,2025-10-02,K,normal,0,11375158,1224903,1512,1342857,5434.9
584717151,2025-10-02,B,normal,0,9081426,197754,3720,771429,775.9
584717291,2025-10-02,U,normal,0,10335202,1118118,1428,1314286,3368.6
584717311,2025-10-02,K,normal,0,9517508,1276815,4732,1928571,4264.6
584717361,2025-10-02,K,normal,0,10961280,1201566,1496,800000,1279.6
584717392,2025-10-02,B,normal,0,9859666,1120140,3732,528571,1892.9
584717512,2025-10-02,U,normal,0,3416384,200817,1420,1557143,4754.2
584717681,2025-10-02,B,normal,0,6086514,800271,3728,485714,552.7
584717732,2025-10-02,U,normal,0,9239310,1257891,1420,1271429,3688.4
584717842,2025-10-02,B,normal,0,10010794,177918,3720,1128571,2450
584718101,2025-10-02,U,normal,1,5956216,1346472,1428,685714,998.75
584718881,2025-10-02,B,normal,0,11082490,197754,3720,771429,945.1
584718882,2025-10-02,U,normal,0,9315924,1357149,1432,857143,1762.5
584718891,2025-10-02,U,normal,1,3372558,950736,1404,1042857,2171.9
584719012,2025-10-02,B,normal,0,11082490,184386,3724,614286,595.4
584719142,2025-10-02,U,delayed,0,10180686,831405,1432,1985714,2021.4
584719321,2025-10-02,K,normal,0,9532030,1349262,1480,1828571,6796
584719322,2025-10-02,U,delayed,1,5063816,219498,1428,1400000,2842.7
584719402,2025-10-02,B,normal,0,9886682,800271,3728,728571,2806.8
584719562,2025-10-02,U,normal,0,10783504,1318104,1416,1857143,3355.2
584719792,2025-10-02,B,normal,0,9640808,265986,3728,542857,1310.8
584720421,2025-10-02,K,delayed,0,5138408,959634,1468,2857143,5404.8
584720632,2025-10-02,B,normal,0,6247264,1148388,3724,814286,2416.3
584720661,2025-10-02,U,normal,1,9691984,1302882,1432,1185714,1831.9
584721662,2025-10-02,U,delayed,0,11297506,229383,1416,2071429,3094.2
584722112,2025-10-02,B,normal,0,9207874,1307763,3740,942857,3739
